PO Number,PO Date,PO Year,PO Quarter,PO Month,PO Type,PO Status,Supplier ID,Supplier Name,Supplier Country,Supplier Region,Supplier Tier,Supplier Status,Supplier Risk,Supplier Latitude,Supplier Longitude,Payment Terms,Item Code,Item Description,Category,Sub Category,Unit of Measure,Unit Price,Quantity,Discount Pct,Discount Amount,Tax Pct,Tax Amount,Line Total Gross,Line Net,Line Total Inc Tax,Currency,Budget Unit Price,Budget Total,Savings Amount,Savings Pct,Requested Delivery,Actual Delivery,Days Late,On Time Delivery,Lead Time Days,Department,Cost Centre,Requestor Name,Approver Name,Contract ID,Contract Type,Contract Start,Contract End,Invoice Status,Payment Status,Invoice Match Type,Maverick Spend,Single Source Flag,Preferred Supplier,Local International,Supplier ESG Score
PO-04091,16/02/2024,2024,Q1,February,Standard,Closed,SUP-011,Atlantic Raw Materials,Brazil,Americas,3,Conditional,High,-14.235,-51.9253,Net 60,ITEM-37716,Tool Set,Maintenance,Tool Set,EA,394.65,162,0,0,20,12786.66,63933.3,63933.3,76719.96,EUR,485.04,78576.48,14643.18,18.6,09/04/2024,19/04/2024,10,No,63,Operations,CC-003,Maya Hall,Lisa Chen,NO-CONTRACT,Spot,16/02/2024,17/03/2024,Pending,Paid,3-Way Match,Yes,No,No,International,52
PO-04092,23/01/2023,2023,Q1,January,Blanket,Closed,SUP-008,Meridian Tech,India,Asia,3,Conditional,Medium,20.5937,78.9629,Net 60,ITEM-62127,Lubricant (L),Maintenance,Lubricant (L),LTR,29.44,43,0,0,20,253.18,1265.92,1265.92,1519.1,EUR,33.9,1457.7,191.78,13.2,10/02/2023,07/02/2023,-3,Yes,15,Legal,CC-007,Grace Taylor,Sarah Mitchell,NO-CONTRACT,Spot,23/01/2023,22/02/2023,Overdue,On Hold,No Match,No,No,No,International,44.8
PO-04093,06/04/2022,2022,Q2,April,Blanket,Closed,SUP-014,Blue Horizon Packaging,Australia,Oceania,2,Approved,Low,-25.2744,133.7751,Net 30,ITEM-24456,Equipment Repair,Maintenance,Equipment Repair,EA,1327.47,149,0,0,5,9889.65,197793.03,197793.03,207682.68,GBP,1265.82,188607.18,-9185.85,-4.9,13/05/2022,06/06/2022,24,No,61,Operations,CC-003,Clara Davies,Lisa Chen,CON-4656,Framework,02/07/2021,05/05/2022,Pending,Paid,3-Way Match,No,No,No,International,50.9
PO-04094,13/05/2023,2023,Q2,May,Emergency,Closed,SUP-008,Meridian Tech,India,Asia,3,Conditional,Medium,20.5937,78.9629,Net 60,ITEM-76816,Antivirus License,IT Software,Antivirus License,EA,86.51,161,0,0,5,696.41,13928.11,13928.11,14624.52,GBP,72.72,11707.92,-2220.19,-19,17/06/2023,18/06/2023,1,No,36,IT,CC-002,Bob Smith,Priya Sharma,NO-CONTRACT,Spot,13/05/2023,12/06/2023,Pending,Paid,3-Way Match,No,Yes,No,International,44.8
PO-04095,27/06/2024,2024,Q2,June,Standard,Closed,SUP-002,TechPro Components,Germany,Europe,1,Preferred,Low,51.1657,10.4515,Net 45,ITEM-41218,Consulting (day),Professional Svcs,Consulting (day),Day,433.95,33,0,0,5,716.02,14320.35,14320.35,15036.37,EUR,500.41,16513.53,2193.18,13.3,03/08/2024,31/07/2024,-3,Yes,34,Sales,CC-010,Jack Harris,James O'Brien,NO-CONTRACT,Spot,27/06/2024,27/07/2024,Pending,Paid,3-Way Match,No,Yes,Yes,International,41.4
PO-04096,20/10/2022,2022,Q4,October,Blanket,Closed,SUP-004,FastTrack Logistics,United States,Americas,1,Preferred,Low,37.0902,-95.7129,Net 30,ITEM-62311,Training Course,Professional Svcs,Training Course,EA,2011.98,180,0,0,0,0,362156.4,362156.4,362156.4,USD,2390.36,430264.8,68108.4,15.8,06/12/2022,04/12/2022,-2,Yes,45,R&D,CC-008,Henry Martin,Sarah Mitchell,CON-4168,Master Supply,28/08/2022,27/11/2023,Pending,Pending,2-Way Match,No,No,Yes,International,52.3
PO-04097,21/08/2024,2024,Q3,August,Emergency,Closed,SUP-001,Apex Industrial Supplies,United Kingdom,Europe,1,Preferred,Low,55.3781,-3.436,Net 30,ITEM-18028,BI Tool License,IT Software,BI Tool License,EA,2287.48,6,0,0,5,686.24,13724.88,13724.88,14411.12,AUD,1985.07,11910.42,-1814.46,-15.2,12/10/2024,08/10/2024,-4,Yes,48,Finance,CC-001,Karen Clark,Sarah Mitchell,CON-6231,Spot,02/05/2024,07/05/2026,Overdue,Paid,2-Way Match,No,No,Yes,Local,75.2
PO-04098,15/10/2022,2022,Q4,October,Standard,Closed,SUP-006,Pacific Rim Supplies,Japan,Asia,1,Preferred,Low,36.2048,138.2529,Net 30,ITEM-46380,Photography Svcs,Marketing,Photography Svcs,EA,931.42,27,0,0,20,5029.67,25148.34,25148.34,30178.01,EUR,907.04,24490.08,-658.26,-2.7,27/11/2022,23/11/2022,-4,Yes,39,Finance,CC-001,Alice Johnson,Priya Sharma,NO-CONTRACT,Spot,15/10/2022,14/11/2022,Paid,Paid,3-Way Match,No,No,Yes,International,77.2
PO-04099,06/06/2024,2024,Q2,June,Standard,Closed,SUP-003,GlobalParts Ltd,China,Asia,2,Approved,Medium,35.8617,104.1954,Net 60,ITEM-64827,Print Material,Marketing,Print Material,Box,467.11,189,0,0,20,17656.76,88283.79,88283.79,105940.55,GBP,479.15,90559.35,2275.56,2.5,19/06/2024,17/06/2024,-2,Yes,11,R&D,CC-008,Henry Martin,Sarah Mitchell,CON-6362,Master Supply,15/09/2023,13/01/2026,Paid,Paid,3-Way Match,No,No,No,International,55.1
PO-04100,20/08/2023,2023,Q3,August,Emergency,Open,SUP-007,Nordic Office Solutions,Sweden,Europe,2,Approved,Low,60.1282,18.6435,Net 30,ITEM-19122,Medical Supplies,HR & Training,Medical Supplies,Box,64.16,40,10,256.64,0,0,2566.4,2309.76,2309.76,EUR,70.22,2808.8,499.04,17.8,28/08/2023,28/08/2023,0,Yes,8,Legal,CC-007,Grace Taylor,Priya Sharma,CON-2356,Long-term,10/04/2023,27/11/2023,Pending,Pending,No Match,No,No,No,International,89.1
PO-04101,01/09/2022,2022,Q3,September,Blanket,Open,SUP-014,Blue Horizon Packaging,Australia,Oceania,2,Approved,Low,-25.2744,133.7751,Net 30,ITEM-90345,Freight - Air,Logistics,Freight - Air,Shipment,5355.82,32,0,0,20,34277.25,171386.24,171386.24,205663.49,GBP,6522.51,208720.32,37334.08,17.9,01/10/2022,28/09/2022,-3,Yes,27,Procurement,CC-006,Frank Brown,Sarah Mitchell,CON-1765,Framework,15/10/2021,18/07/2024,Pending,Pending,2-Way Match,No,Yes,No,International,50.9
PO-04102,25/03/2022,2022,Q1,March,Blanket,Closed,SUP-007,Nordic Office Solutions,Sweden,Europe,2,Approved,Low,60.1282,18.6435,Net 30,ITEM-41218,Consulting (day),Professional Svcs,Consulting (day),Day,407.81,156,0,0,20,12723.67,63618.36,63618.36,76342.03,GBP,456.51,71215.56,7597.2,10.7,09/05/2022,09/05/2022,0,Yes,45,Sales,CC-010,Jack Harris,Lisa Chen,NO-CONTRACT,Spot,25/03/2022,24/04/2022,Paid,Paid,3-Way Match,No,Yes,No,International,89.1
PO-04103,27/08/2022,2022,Q3,August,Contract,Closed,SUP-001,Apex Industrial Supplies,United Kingdom,Europe,1,Preferred,Low,55.3781,-3.436,Net 30,ITEM-65861,HVAC Filter,Facilities,HVAC Filter,EA,131.14,109,15,2144.14,0,0,14294.26,12150.12,12150.12,GBP,140,15260,3109.88,20.4,19/09/2022,15/09/2022,-4,Yes,19,Finance,CC-001,Karen Clark,Tom Reynolds,NO-CONTRACT,Spot,27/08/2022,26/09/2022,Disputed,Paid,3-Way Match,No,No,Yes,Local,75.2
PO-04104,02/09/2023,2023,Q3,September,Blanket,Closed,SUP-010,SunRise Manufacturing,South Korea,Asia,1,Preferred,Low,35.9078,127.7669,Net 30,ITEM-15118,Safety Equipment,Facilities,Safety Equipment,Box,166.71,72,0,0,20,2400.62,12003.12,12003.12,14403.74,EUR,185.05,13323.6,1320.48,9.9,09/09/2023,09/09/2023,0,Yes,7,Facilities,CC-009,Isla White,Priya Sharma,CON-1465,Long-term,13/05/2023,20/05/2025,Overdue,Paid,2-Way Match,No,No,Yes,International,41.6
PO-04105,13/01/2022,2022,Q1,January,Contract,Closed,SUP-013,Quantum Electronics,Taiwan,Asia,2,Approved,Medium,23.6978,120.9605,Net 45,ITEM-51688,Freight - Road,Logistics,Freight - Road,Shipment,1989.96,195,5,19402.11,0,0,388042.2,368640.09,368640.09,EUR,2348.03,457865.85,89225.76,19.5,23/02/2022,26/02/2022,3,No,44,HR,CC-005,Emma Wilson,Priya Sharma,NO-CONTRACT,Spot,13/01/2022,12/02/2022,Pending,Paid,3-Way Match,No,No,No,International,41.5
PO-04106,04/10/2023,2023,Q4,October,Standard,Closed,SUP-008,Meridian Tech,India,Asia,3,Conditional,Medium,20.5937,78.9629,Net 60,ITEM-64827,Print Material,Marketing,Print Material,Box,167.12,143,0,0,5,1194.91,23898.16,23898.16,25093.07,GBP,197.65,28263.95,4365.79,15.4,27/11/2023,27/11/2023,0,Yes,54,Procurement,CC-006,Frank Brown,Tom Reynolds,CON-6912,Long-term,21/07/2023,30/12/2024,Paid,Pending,No Match,Yes,No,No,International,44.8
PO-04107,16/04/2024,2024,Q2,April,Contract,Closed,SUP-013,Quantum Electronics,Taiwan,Asia,2,Approved,Medium,23.6978,120.9605,Net 45,ITEM-24456,Equipment Repair,Maintenance,Equipment Repair,EA,389.62,158,0,0,20,12311.99,61559.96,61559.96,73871.95,GBP,438.43,69271.94,7711.98,11.1,14/05/2024,26/05/2024,12,No,40,Operations,CC-003,Clara Davies,Sarah Mitchell,CON-3219,Framework,31/10/2023,11/05/2025,Paid,Pending,2-Way Match,No,No,No,International,41.5
PO-04108,04/07/2023,2023,Q3,July,Standard,Closed,SUP-007,Nordic Office Solutions,Sweden,Europe,2,Approved,Low,60.1282,18.6435,Net 30,ITEM-62127,Lubricant (L),Maintenance,Lubricant (L),LTR,37.25,125,10,465.62,5,209.53,4656.25,4190.63,4400.16,GBP,40.78,5097.5,906.87,17.8,02/08/2023,01/08/2023,-1,Yes,28,IT,CC-002,Leo Walker,Tom Reynolds,CON-3381,Long-term,11/05/2023,11/11/2023,Pending,Paid,3-Way Match,No,No,No,International,89.1
PO-04109,20/11/2023,2023,Q4,November,Emergency,Cancelled,SUP-004,FastTrack Logistics,United States,Americas,1,Preferred,Low,37.0902,-95.7129,Net 30,ITEM-76104,ERP License,IT Software,ERP License,EA,7531.48,27,0,0,5,10167.5,203349.96,203349.96,213517.46,EUR,9277.54,250493.58,47143.62,18.8,16/01/2024,12/01/2024,-4,Yes,53,Finance,CC-001,Karen Clark,Priya Sharma,NO-CONTRACT,Spot,20/11/2023,20/12/2023,Disputed,On Hold,No Match,No,No,Yes,International,52.3
PO-04110,14/08/2024,2024,Q3,August,Blanket,Closed,SUP-013,Quantum Electronics,Taiwan,Asia,2,Approved,Medium,23.6978,120.9605,Net 45,ITEM-41218,Consulting (day),Professional Svcs,Consulting (day),Day,1008.67,171,0,0,20,34496.51,172482.57,172482.57,206979.08,USD,1094.61,187178.31,14695.74,7.9,14/09/2024,14/09/2024,0,Yes,31,Marketing,CC-004,David Lee,Sarah Mitchell,CON-6686,Long-term,01/06/2024,03/09/2026,Paid,Paid,3-Way Match,No,No,No,International,41.5
PO-04111,30/09/2022,2022,Q3,September,Emergency,Closed,SUP-011,Atlantic Raw Materials,Brazil,Americas,3,Conditional,High,-14.235,-51.9253,Net 60,ITEM-95695,Employee Uniforms,HR & Training,Employee Uniforms,EA,77.97,104,0,0,0,0,8108.88,8108.88,8108.88,JPY,66.41,6906.64,-1202.24,-17.4,21/11/2022,21/11/2022,0,Yes,52,Marketing,CC-004,David Lee,Sarah Mitchell,CON-8652,Framework,30/03/2022,13/01/2023,Paid,Paid,3-Way Match,Yes,No,No,International,52
PO-04112,09/04/2023,2023,Q2,April,Standard,Cancelled,SUP-013,Quantum Electronics,Taiwan,Asia,2,Approved,Medium,23.6978,120.9605,Net 45,ITEM-20168,Fire Extinguisher,Facilities,Fire Extinguisher,EA,133.36,90,0,0,20,2400.48,12002.4,12002.4,14402.88,GBP,140.72,12664.8,662.4,5.2,05/05/2023,03/05/2023,-2,Yes,24,Procurement,CC-006,Frank Brown,James O'Brien,NO-CONTRACT,Spot,09/04/2023,09/05/2023,Disputed,On Hold,No Match,No,No,No,International,41.5
PO-04113,17/01/2022,2022,Q1,January,Blanket,Closed,SUP-003,GlobalParts Ltd,China,Asia,2,Approved,Medium,35.8617,104.1954,Net 60,ITEM-61428,Audit Service,Professional Svcs,Audit Service,EA,9886.5,112,15,166093.2,5,47059.74,1107288,941194.8,988254.54,EUR,10133,1134896,193701.2,17.1,06/02/2022,13/02/2022,7,No,27,Finance,CC-001,Alice Johnson,Sarah Mitchell,NO-CONTRACT,Spot,17/01/2022,16/02/2022,Paid,Paid,2-Way Match,No,No,No,International,55.1
PO-04114,08/11/2022,2022,Q4,November,Standard,Closed,SUP-015,Iron Gate Steel,Poland,Europe,3,Conditional,Medium,51.9194,19.1451,Net 60,ITEM-76104,ERP License,IT Software,ERP License,EA,33347.22,49,5,81700.69,0,0,1634013.78,1552313.09,1552313.09,GBP,37968.05,1860434.45,308121.36,16.6,18/11/2022,19/11/2022,1,No,11,Sales,CC-010,Jack Harris,James O'Brien,NO-CONTRACT,Spot,08/11/2022,08/12/2022,Overdue,Pending,3-Way Match,Yes,No,No,International,75.7
PO-04115,15/08/2023,2023,Q3,August,Contract,Open,SUP-011,Atlantic Raw Materials,Brazil,Americas,3,Conditional,High,-14.235,-51.9253,Net 60,ITEM-95695,Employee Uniforms,HR & Training,Employee Uniforms,EA,74.05,19,0,0,0,0,1406.95,1406.95,1406.95,USD,67.74,1287.06,-119.89,-9.3,29/08/2023,24/08/2023,-5,Yes,9,Operations,CC-003,Clara Davies,Lisa Chen,CON-5516,Long-term,23/09/2022,23/03/2023,Pending,Overdue,2-Way Match,No,No,No,International,52
PO-04116,14/03/2023,2023,Q1,March,Standard,Cancelled,SUP-004,FastTrack Logistics,United States,Americas,1,Preferred,Low,37.0902,-95.7129,Net 30,ITEM-43740,Keyboard,IT Hardware,Keyboard,EA,50.48,45,10,227.16,20,408.89,2271.6,2044.44,2453.33,GBP,57.38,2582.1,537.66,20.8,12/05/2023,07/05/2023,-5,Yes,54,IT,CC-002,Bob Smith,Sarah Mitchell,CON-6626,Master Supply,07/07/2022,14/02/2023,Disputed,On Hold,No Match,No,No,Yes,International,52.3
PO-04117,15/03/2022,2022,Q1,March,Emergency,Closed,SUP-012,Cornerstone Services,United Kingdom,Europe,2,Approved,Low,55.3781,-3.436,Net 30,ITEM-78958,Project Mgmt Tool,IT Software,Project Mgmt Tool,EA,932.12,65,0,0,5,3029.39,60587.8,60587.8,63617.19,GBP,830.57,53987.05,-6600.75,-12.2,06/05/2022,05/05/2022,-1,Yes,51,Marketing,CC-004,David Lee,Lisa Chen,CON-3702,Long-term,04/12/2021,23/01/2023,Paid,On Hold,3-Way Match,No,No,No,Local,67.8
PO-04118,27/09/2023,2023,Q3,September,Standard,Closed,SUP-008,Meridian Tech,India,Asia,3,Conditional,Medium,20.5937,78.9629,Net 60,ITEM-54692,Copper Wire (m),Raw Materials,Copper Wire (m),MTR,1.24,39,0,0,0,0,48.36,48.36,48.36,AUD,1.37,53.43,5.07,9.5,12/11/2023,09/11/2023,-3,Yes,43,IT,CC-002,Bob Smith,Tom Reynolds,NO-CONTRACT,Spot,27/09/2023,27/10/2023,Overdue,Paid,3-Way Match,Yes,No,No,International,44.8
PO-04119,18/05/2022,2022,Q2,May,Standard,Closed,SUP-007,Nordic Office Solutions,Sweden,Europe,2,Approved,Low,60.1282,18.6435,Net 30,ITEM-33454,Network Switch,IT Hardware,Network Switch,EA,915.65,72,0,0,0,0,65926.8,65926.8,65926.8,GBP,719.77,51823.44,-14103.36,-27.2,07/07/2022,02/07/2022,-5,Yes,45,Finance,CC-001,Karen Clark,James O'Brien,CON-1469,Framework,27/06/2021,04/07/2022,Paid,Paid,2-Way Match,No,No,No,International,89.1
PO-04120,19/01/2022,2022,Q1,January,Standard,Cancelled,SUP-001,Apex Industrial Supplies,United Kingdom,Europe,1,Preferred,Low,55.3781,-3.436,Net 30,ITEM-64827,Print Material,Marketing,Print Material,Box,486.33,189,0,0,5,4595.82,91916.37,91916.37,96512.19,EUR,585.91,110736.99,18820.62,17,29/01/2022,05/02/2022,7,No,17,IT,CC-002,Bob Smith,James O'Brien,CON-7118,Spot,10/08/2021,01/03/2024,Pending,On Hold,No Match,No,No,Yes,Local,75.2
PO-04121,20/12/2023,2023,Q4,December,Standard,Cancelled,SUP-013,Quantum Electronics,Taiwan,Asia,2,Approved,Medium,23.6978,120.9605,Net 45,ITEM-41311,Rubber Seal,Raw Materials,Rubber Seal,EA,7.43,162,0,0,0,0,1203.66,1203.66,1203.66,GBP,8.72,1412.64,208.98,14.8,25/01/2024,21/01/2024,-4,Yes,32,Legal,CC-007,Grace Taylor,James O'Brien,NO-CONTRACT,Spot,20/12/2023,19/01/2024,Disputed,Pending,No Match,No,No,No,International,41.5
PO-04122,13/02/2023,2023,Q1,February,Standard,Closed,SUP-001,Apex Industrial Supplies,United Kingdom,Europe,1,Preferred,Low,55.3781,-3.436,Net 30,ITEM-61428,Audit Service,Professional Svcs,Audit Service,EA,9270.52,115,0,0,0,0,1066109.8,1066109.8,1066109.8,GBP,8217.58,945021.7,-121088.1,-12.8,29/03/2023,20/04/2023,22,No,66,Legal,CC-007,Grace Taylor,Priya Sharma,NO-CONTRACT,Spot,13/02/2023,15/03/2023,Pending,Paid,3-Way Match,No,No,Yes,Local,75.2
PO-04123,08/05/2023,2023,Q2,May,Standard,Closed,SUP-007,Nordic Office Solutions,Sweden,Europe,2,Approved,Low,60.1282,18.6435,Net 30,ITEM-43740,Keyboard,IT Hardware,Keyboard,EA,39.04,159,0,0,0,0,6207.36,6207.36,6207.36,EUR,47.22,7507.98,1300.62,17.3,14/05/2023,09/05/2023,-5,Yes,1,HR,CC-005,Olivia King,Lisa Chen,NO-CONTRACT,Spot,08/05/2023,07/06/2023,Paid,Pending,3-Way Match,No,No,No,International,89.1
PO-04124,20/04/2023,2023,Q2,April,Blanket,Closed,SUP-007,Nordic Office Solutions,Sweden,Europe,2,Approved,Low,60.1282,18.6435,Net 30,ITEM-67289,A4 Paper (Ream),Office Supplies,A4 Paper (Ream),Box,20.96,182,0,0,20,762.94,3814.72,3814.72,4577.66,GBP,16.38,2981.16,-833.56,-28,12/05/2023,20/05/2023,8,No,30,Legal,CC-007,Grace Taylor,Priya Sharma,CON-8603,Framework,02/02/2023,17/09/2023,Paid,Paid,3-Way Match,No,No,No,International,89.1
PO-04125,14/06/2022,2022,Q2,June,Blanket,Cancelled,SUP-003,GlobalParts Ltd,China,Asia,2,Approved,Medium,35.8617,104.1954,Net 60,ITEM-36437,Server Rack,IT Hardware,Server Rack,EA,3550.1,80,5,14200.4,5,13490.38,284008,269807.6,283297.98,JPY,4182.58,334606.4,64798.8,19.4,27/06/2022,10/07/2022,13,No,26,IT,CC-002,Bob Smith,Sarah Mitchell,CON-7455,Long-term,24/04/2022,24/10/2024,Pending,On Hold,No Match,No,No,No,International,55.1
PO-04126,24/09/2022,2022,Q3,September,Contract,Open,SUP-015,Iron Gate Steel,Poland,Europe,3,Conditional,Medium,51.9194,19.1451,Net 60,ITEM-78958,Project Mgmt Tool,IT Software,Project Mgmt Tool,EA,554.53,99,0,0,5,2744.92,54898.47,54898.47,57643.39,JPY,657.04,65046.96,10148.49,15.6,01/10/2022,27/09/2022,-4,Yes,3,Finance,CC-001,Karen Clark,Priya Sharma,CON-2770,Long-term,19/08/2022,10/03/2025,Pending,Pending,2-Way Match,Yes,No,No,International,75.7
PO-04127,16/07/2024,2024,Q3,July,Contract,Closed,SUP-009,Delta Engineering,Netherlands,Europe,2,Approved,Medium,52.1326,5.2913,Net 45,ITEM-21296,Calibration Svc,Maintenance,Calibration Svc,EA,895.63,119,5,5329,5,5062.55,106579.97,101250.97,106313.52,EUR,1115.48,132742.12,31491.15,23.7,12/08/2024,11/08/2024,-1,Yes,26,Facilities,CC-009,Isla White,James O'Brien,CON-7642,Spot,29/07/2023,22/09/2025,Paid,Pending,3-Way Match,No,No,No,International,63.2
PO-04128,22/05/2022,2022,Q2,May,Standard,Cancelled,SUP-003,GlobalParts Ltd,China,Asia,2,Approved,Medium,35.8617,104.1954,Net 60,ITEM-20168,Fire Extinguisher,Facilities,Fire Extinguisher,EA,120.11,60,0,0,20,1441.32,7206.6,7206.6,8647.92,EUR,127.55,7653,446.4,5.8,28/06/2022,26/06/2022,-2,Yes,35,Facilities,CC-009,Isla White,Sarah Mitchell,CON-7231,Master Supply,01/10/2021,27/11/2022,Pending,Pending,No Match,No,No,No,International,55.1
PO-04129,12/07/2024,2024,Q3,July,Blanket,Closed,SUP-003,GlobalParts Ltd,China,Asia,2,Approved,Medium,35.8617,104.1954,Net 60,ITEM-66957,Plastic Resin (kg),Raw Materials,Plastic Resin (kg),KG,4.13,82,10,33.87,5,15.24,338.66,304.79,320.03,EUR,5.15,422.3,117.51,27.8,16/08/2024,15/08/2024,-1,Yes,34,Legal,CC-007,Grace Taylor,Tom Reynolds,CON-4592,Framework,22/01/2024,08/11/2025,Pending,Paid,3-Way Match,No,No,No,International,55.1
PO-04130,28/01/2023,2023,Q1,January,Standard,Closed,SUP-012,Cornerstone Services,United Kingdom,Europe,2,Approved,Low,55.3781,-3.436,Net 30,ITEM-60672,Legal Review,Professional Svcs,Legal Review,EA,1487.67,182,0,0,5,13537.8,270755.94,270755.94,284293.74,GBP,1560.38,283989.16,13233.22,4.7,23/03/2023,29/03/2023,6,No,60,IT,CC-002,Bob Smith,Tom Reynolds,CON-5516,Framework,25/01/2023,07/05/2025,Paid,Pending,3-Way Match,No,No,No,Local,67.8
PO-04131,23/01/2023,2023,Q1,January,Standard,Disputed,SUP-001,Apex Industrial Supplies,United Kingdom,Europe,1,Preferred,Low,55.3781,-3.436,Net 30,ITEM-41311,Rubber Seal,Raw Materials,Rubber Seal,EA,12.18,112,0,0,0,0,1364.16,1364.16,1364.16,GBP,13.08,1464.96,100.8,6.9,25/02/2023,04/03/2023,7,No,40,Operations,CC-003,Clara Davies,Sarah Mitchell,NO-CONTRACT,Spot,23/01/2023,22/02/2023,Pending,Pending,3-Way Match,No,Yes,Yes,Local,75.2
PO-04132,15/10/2022,2022,Q4,October,Standard,Closed,SUP-010,SunRise Manufacturing,South Korea,Asia,1,Preferred,Low,35.9078,127.7669,Net 30,ITEM-37716,Tool Set,Maintenance,Tool Set,EA,402.43,129,0,0,20,10382.69,51913.47,51913.47,62296.16,EUR,427.7,55173.3,3259.83,5.9,29/10/2022,24/10/2022,-5,Yes,9,Procurement,CC-006,Frank Brown,Priya Sharma,CON-4676,Spot,04/08/2022,29/03/2024,Paid,Pending,3-Way Match,No,No,Yes,International,41.6
PO-04133,25/12/2023,2023,Q4,December,Standard,Closed,SUP-001,Apex Industrial Supplies,United Kingdom,Europe,1,Preferred,Low,55.3781,-3.436,Net 30,ITEM-33454,Network Switch,IT Hardware,Network Switch,EA,3868.19,154,0,0,20,119140.25,595701.26,595701.26,714841.51,GBP,4775.14,735371.56,139670.3,19,28/01/2024,27/01/2024,-1,Yes,33,Operations,CC-003,Maya Hall,Priya Sharma,NO-CONTRACT,Spot,25/12/2023,24/01/2024,Paid,Paid,2-Way Match,No,Yes,Yes,Local,75.2
PO-04134,14/01/2022,2022,Q1,January,Standard,Disputed,SUP-008,Meridian Tech,India,Asia,3,Conditional,Medium,20.5937,78.9629,Net 60,ITEM-37716,Tool Set,Maintenance,Tool Set,EA,144.33,60,0,0,5,432.99,8659.8,8659.8,9092.79,USD,157.07,9424.2,764.4,8.1,14/02/2022,14/02/2022,0,Yes,31,Legal,CC-007,Grace Taylor,James O'Brien,NO-CONTRACT,Spot,14/01/2022,13/02/2022,Pending,Pending,3-Way Match,Yes,No,No,International,44.8
PO-04135,11/07/2023,2023,Q3,July,Contract,Cancelled,SUP-005,EuroBuild Materials,France,Europe,2,Approved,Low,46.2276,2.2137,Net 45,ITEM-44814,Office Chair,Office Supplies,Office Chair,EA,245.96,123,0,0,5,1512.65,30253.08,30253.08,31765.73,GBP,267.72,32929.56,2676.48,8.1,09/08/2023,04/08/2023,-5,Yes,24,Facilities,CC-009,Isla White,Priya Sharma,CON-3268,Master Supply,27/04/2023,30/11/2023,Pending,On Hold,No Match,No,No,No,International,80.5
PO-04136,02/03/2023,2023,Q1,March,Emergency,Open,SUP-012,Cornerstone Services,United Kingdom,Europe,2,Approved,Low,55.3781,-3.436,Net 30,ITEM-66613,Aluminium Bar (kg),Raw Materials,Aluminium Bar (kg),KG,8.26,17,0,0,5,7.02,140.42,140.42,147.44,GBP,9.87,167.79,27.37,16.3,22/03/2023,26/03/2023,4,No,24,Operations,CC-003,Clara Davies,Priya Sharma,CON-2585,Spot,13/02/2023,08/09/2025,Pending,Pending,2-Way Match,No,No,No,Local,67.8
PO-04137,05/12/2022,2022,Q4,December,Emergency,Closed,SUP-003,GlobalParts Ltd,China,Asia,2,Approved,Medium,35.8617,104.1954,Net 60,ITEM-62311,Training Course,Professional Svcs,Training Course,EA,1740.43,174,0,0,5,15141.74,302834.82,302834.82,317976.56,USD,1956.38,340410.12,37575.3,11,01/01/2023,27/12/2022,-5,Yes,22,HR,CC-005,Olivia King,Priya Sharma,NO-CONTRACT,Spot,05/12/2022,04/01/2023,Pending,Pending,3-Way Match,No,No,No,International,55.1
PO-04138,18/07/2024,2024,Q3,July,Contract,Closed,SUP-009,Delta Engineering,Netherlands,Europe,2,Approved,Medium,52.1326,5.2913,Net 45,ITEM-13249,Laptop,IT Hardware,Laptop,EA,2016.09,193,0,0,0,0,389105.37,389105.37,389105.37,EUR,1795.53,346537.29,-42568.08,-12.3,24/08/2024,21/08/2024,-3,Yes,34,IT,CC-002,Bob Smith,Sarah Mitchell,CON-9668,Long-term,27/06/2024,04/04/2026,Pending,Pending,3-Way Match,No,No,No,International,63.2
PO-04139,22/01/2023,2023,Q1,January,Contract,Closed,SUP-010,SunRise Manufacturing,South Korea,Asia,1,Preferred,Low,35.9078,127.7669,Net 30,ITEM-37716,Tool Set,Maintenance,Tool Set,EA,323.9,20,0,0,20,1295.6,6478,6478,7773.6,GBP,402.56,8051.2,1573.2,19.5,15/02/2023,08/03/2023,21,No,45,Procurement,CC-006,Frank Brown,Lisa Chen,NO-CONTRACT,Spot,22/01/2023,21/02/2023,Paid,Pending,3-Way Match,No,Yes,Yes,International,41.6
PO-04140,12/02/2024,2024,Q1,February,Emergency,Open,SUP-007,Nordic Office Solutions,Sweden,Europe,2,Approved,Low,60.1282,18.6435,Net 30,ITEM-66957,Plastic Resin (kg),Raw Materials,Plastic Resin (kg),KG,1.85,188,0,0,20,69.56,347.8,347.8,417.36,EUR,1.47,276.36,-71.44,-25.9,03/04/2024,29/04/2024,26,No,77,Marketing,CC-004,David Lee,Tom Reynolds,NO-CONTRACT,Spot,12/02/2024,13/03/2024,Pending,Overdue,No Match,No,No,No,International,89.1
PO-04141,14/01/2024,2024,Q1,January,Blanket,Closed,SUP-002,TechPro Components,Germany,Europe,1,Preferred,Low,51.1657,10.4515,Net 45,ITEM-41311,Rubber Seal,Raw Materials,Rubber Seal,EA,12.99,177,0,0,0,0,2299.23,2299.23,2299.23,EUR,13.75,2433.75,134.52,5.5,29/02/2024,28/02/2024,-1,Yes,45,Operations,CC-003,Maya Hall,Tom Reynolds,CON-3335,Framework,13/08/2023,23/07/2025,Paid,Paid,3-Way Match,No,No,Yes,International,41.4
